Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00518700,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] Cycle lane upgrade,St Pancras Way,From the jcn with Wilmot Place to the jcn with Pratt Street,St Pancras And Somers Town,15/07/2024,20/04/2025,CW064-60235440,Camden,-,-,E05013664,Kentish Town South,529134.56,184380.09,-0.139186,51.543554,"(51.543554, -0.139186)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527578,IN PROGRESS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Excavation of joint holes and track work for a new electrical connection. 3 x 300mm triplex and1 x 35mm2 1ph through customer installed ducts to new HV substation.,Chenies Mews,"O.S No 98, WC1",Bloomsbury,19/03/2025,28/03/2025,EC400-09741649,Uk Power Networks Eastern& London,-,-,E05013653,Bloomsbury,529537.03,182120.75,-0.134216,51.523158,"(51.523158, -0.134216)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527179,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] install the new setts table,Bartholomew Road,Bartholomew Road from side of 75 Caversham Road  to 109 Bartholomew Rd NW5 2BJ,Cantelowes,10/03/2025,04/04/2025,CW064-57515115,Camden,-,-,E05013664,Kentish Town South,529405.61,184909.66,-0.135085,51.548251,"(51.548251, -0.135085)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527861,PROPOSED WORKS,MINOR,Streetworks,[New service connection] new track and toby,Bartholomew Road,F/W o/s 66-70,Cantelowes,24/03/2025,26/03/2025,TF007--CAM-1114783,Hyperoptic Ltd,-,-,E05013664,Kentish Town South,529381.46,184702.18,-0.135509,51.546392,"(51.546392, -0.135509)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528500,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] URGENT REPAIR ON LEAKING PIPE,Marquis Road,26,Cantelowes,20/03/2025,26/03/2025,MU701-00818487-001,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529985.26,184454.97,-0.126898,51.544032,"(51.544032, -0.126898)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528611,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Highway repair and maintenance works] FW50|0.6 x 0.3 m2M2|Footway - Other Damage (under 3m2)|Permanent Repair,Camden High Street,CAMDEN HIGH STREET os 221,Camden Town,22/03/2025,26/03/2025,CW064-37753629,Camden,-,-,E05013655,Camden Town,528849.71,183958.24,-0.143446,51.539828,"(51.539828, -0.143446)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00286155,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] 6 Monthly Sahara survey for Leak detection.,Belsize Road,O/S 78 BELSIZE ROAD,Kilburn,29/07/2025,29/07/2025,MU600-KGR055-3,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,526207.53,184051.53,-0.18149,51.541263,"(51.541263, -0.18149)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528569,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl kerbs 2.5m may need suspension,Briardale Gardens,op 21,Frognal And Fitzjohns,26/03/2025,28/03/2025,CM045-G-LIVE-00294629,Camden,-,-,E05013657,Frognal,525159.23,186134.3,-0.195858,51.560214,"(51.560214, -0.195858)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527126,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (3),St Augustine's Road,"68, 70, 80",Cantelowes,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0311229,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529869.54,184579.5,-0.12852,51.545178,"(51.545178, -0.12852)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00508553,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate building works,Saffron Hill,Rear of 20-24 Kirby Street,Holborn And Covent Garden,30/10/2023,28/04/2025,CM001-L-LIVE-00058718,Camden,-,-,E05013662,Holborn and Covent Garden,531423.89,181899.97,-0.107117,51.520738,"(51.520738, -0.107117)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523931,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate replacement waterproofing layer to firstfloor walkway,Endell Street,s/o 47 Shelton Street,Holborn And Covent Garden,09/12/2024,09/06/2025,CM001-L-LIVE-00061069,Camden,-,-,E05013662,Holborn and Covent Garden,530176.01,181230.2,-0.12534,51.515008,"(51.515008, -0.12534)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528278,PROPOSED WORKS,MAJOR,Streetworks,[Highway improvement works] Footway reconstruction,Belsize Lane,j/w Ornan Road to j/w Belsize Lane,Frognal And Fitzjohns,16/06/2025,04/07/2025,MH065-07635322,Camden,-,-,E05013652,Belsize,526899.83,185006.34,-0.171169,51.549689,"(51.549689, -0.171169)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527891,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] Thames Water works to repair leak on large main and reinstatement,Cromer Street,Opposite 14-16 Cromer Street WC1H 8BS,King's Cross,26/03/2025,04/04/2025,MU093-TML-NL-06818660,Thames Water Utilities Ltd,-,-,E05013666,Kings Cross,530230.66,182619.45,-0.12404,51.52748,"(51.52748, -0.12404)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526572,PROPOSED WORKS,MAJOR,Streetworks,"[Diversionary works] 13 , 5 ,Build 2 concrete chamber 1310mm x 610mm x   1265mm deep in Footway,Demolish 1 existing   jointbox(s) or cabinet base(s),Install 279m of 2 poly   ducts in Footway,Install 27m of 1 way poly duct in   Footway,Install 31m of 2 poly ducts in Carriageway",Adelaide Road,20400577 - OPP 76 TO OS 111 TO ACROSS C/W  ADJ 78 TO OS 72 TO ADJ 68 TO ACROSS C/W  CNR JCN OF ETON,Haverstock,02/06/2025,01/07/2025,BC410-LO00000500343555001,Bt,-,-,E05013667,Primrose Hill,527609.3,184359.2,-0.161177,51.543713,"(51.543713, -0.161177)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528591,PROPOSED WORKS,MINOR,Streetworks,FW50|1 mM2|Footway - Other Damage (under 3m2)|Permanent Repair,Fleet Square,FLEET SQUARE ro 6,King's Cross,21/03/2025,25/03/2025,CW064-09630458,Camden,-,-,E05013666,Kings Cross,530754.15,182560.36,-0.116519,51.526828,"(51.526828, -0.116519)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526989,PROPOSED WORKS,MAJOR,Streetworks,"[Utility repair and maintenance works] Major, non-excavation works. Directional road closure to be installed with all chapter 8 signage, cones and barriers. Cherry picker to access telecoms mast for testing / maintenance works.",Hilgrove Road,Telecoms mast outside Hilgrove Estate,Swiss Cottage,19/05/2025,19/05/2025,YN100-63377/ERI/STM/AC,T-Mobile (Uk) Limited,-,-,E05013670,South Hampstead,526502,184149,-0.177211,51.542073,"(51.542073, -0.177211)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528358,IN PROGRESS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2asps by kerb point box,Kilburn High Road,op West end lane near bus stop,Kilburn,21/03/2025,25/03/2025,CM045-G-LIVE-00294472,Camden,-,-,,,525365.38,183684.85,-0.193758,51.538155,,Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527391,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Fit swept TEE in footway and carriageway and rod and rope,Albany Street,Outside 12 Colosseum Terrace on Albany Street,Regent's Park,24/03/2025,26/03/2025,NK103-DIS166167,Virgin Media,-,-,E05013668,Regents Park,528820.06,182502.44,-0.144405,51.526752,"(51.526752, -0.144405)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528392,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Excavation of joint holes and track work for a new electrical connection.,Clerkenwell Road,"O/S No 123 - 129,EC1",Holborn And Covent Garden,27/05/2025,06/06/2025,EC400-74141736,Uk Power Networks Eastern& London,-,-,E05013662,Holborn and Covent Garden,531043.03,181990.28,-0.112569,51.521638,"(51.521638, -0.112569)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528255,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Excavation of joint holes to install a 200A service and disconnection of an old service connection.,Greenaway Gardens,O/S.7,Frognal And Fitzjohns,07/04/2025,11/04/2025,EC400-52229952,Uk Power Networks Eastern& London,-,-,E05013657,Frognal,525767.49,185586.36,-0.187284,51.555155,"(51.555155, -0.187284)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528487,PROPOSED WORKS,MINOR,Streetworks,[Disconnection or alteration of supply] Disconnect existing 32mm service and lay new service to newposition,Netherhall Gardens,Footway and carriageway outside 59.5 Netherhall Gardens,Frognal And Fitzjohns,14/04/2025,16/04/2025,AZ703-1001417178,Cadent Gas Limited,-,-,E05013652,Belsize,526483,185256,-0.177088,51.552026,"(51.552026, -0.177088)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528345,PROPOSED WORKS,MAJOR,Streetworks,[Optional permit no fee] TM permit only in conjunction with permit number CM06511140185,Streatley Place,j/w New End Square to j/w New Road,Hampstead Town,04/08/2025,20/09/2025,MH065-79507194,Camden,-,-,E05013659,Hampstead Town,526523.19,185937.95,-0.176263,51.558146,"(51.558146, -0.176263)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523978,PROPOSED PERMANENT,MINOR,Streetworks,[Permanent reinstatement] interim to perm propose in carriageway,Highgate West Hill,outside 88,Highgate,28/03/2025,28/03/2025,NK103-DIS163897,Virgin Media,-,-,E05013661,Highgate,528103.77,187098.77,-0.153053,51.568221,"(51.568221, -0.153053)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525123,WORKS ABANDONED,MAJOR,Streetworks,Lift and relay C/W Setts,Shorts Gardens,From 7 Dials to juction of Tower St (Nos 30 -52),Holborn And Covent Garden,01/04/2025,27/06/2025,CM045-G-LIVE-00292234,Camden,-,-,E05013662,Holborn and Covent Garden,530052.34,181001.27,-0.127206,51.512979,"(51.512979, -0.127206)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524984,PROPOSED WORKS,STANDARD,Streetworks,Removal and Installation of Welfare Units - ARVS Team to set up a mobile crane to lift out and liftin new welfare units.  HS2 Highway works inside act limits,Adelaide Road,Adelaide Road: Outside Constable House,Haverstock,03/05/2025,08/06/2025,TA012-THW-LBC-SCS-8039,Hs2 Ltd,-,-,E05013660,Haverstock,527899.95,184385.31,-0.156978,51.543882,"(51.543882, -0.156978)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528122,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] s81 UTILITY REPAIR & MAINTENANCE WORK REPLACE GAS COVER IN FOOTWAY,Hillfield Road,'side of 33a Mill Lane on Hillfield Road,Fortune Green,01/04/2025,02/04/2025,AZ116-CMS8125485149,Cadent Gas Limited,-,-,E05013656,Fortune Green,524853.93,185156.34,-0.200607,51.551493,"(51.551493, -0.200607)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524056,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate refurbishment work,Rothwell Street,7,Camden Town,29/11/2024,28/05/2025,CM001-L-LIVE-00061082,Camden,-,-,E05013667,Primrose Hill,527917.98,183998.19,-0.156859,51.540399,"(51.540399, -0.156859)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526491,PROPOSED WORKS,STANDARD,Streetworks,[Optional permit no fee] District Meter - TM Setup in conjunction with permit ref MU288DM18422,Loudoun Road,"Near the Roundabout, LOUDOUN ROAD, LONDON, NW8 0DU",Swiss Cottage,10/04/2025,15/04/2025,MU288-DM18422-03,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,526346.83,184113.72,-0.17946,51.541791,"(51.541791, -0.17946)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528434,PROPOSED WORKS,MINOR,Streetworks,"[Highway repair and maintenance works] Replace Beacon Post x 2, Cable Repairs",South Grove,jct Highgate High Street,Highgate,24/03/2025,26/03/2025,MH065-36872269,Camden,-,-,E05013661,Highgate,528456.44,187379.41,-0.147865,51.570663,"(51.570663, -0.147865)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525402,PROPOSED WORKS,STANDARD,Streetworks,[Disconnection or alteration of supply] Disconnection of service,Shaftesbury Avenue,Road closure on Mercer Street to the side of 164 Shaftesbury Avenue,Holborn And Covent Garden,14/04/2025,18/04/2025,AZ703-1001397993,Cadent Gas Limited,-,-,E05013662,Holborn and Covent Garden,530014,181139,-0.127707,51.514225,"(51.514225, -0.127707)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525648,PROPOSED WORKS,STANDARD,Streetworks,Stop and Go required on Adelaide Road.  This is required to allow safe entry of vehicles to site.Vehicles may enter via with of the three gates. (East/Central/West)  HS2 Highway works inside act limits,Adelaide Road,"Adelaide Road: Entrance of ARVS Site [East, West and Central Gate]",Haverstock,01/04/2025,31/03/2027,TA012-THW-LBC-SCS-8043,Hs2 Ltd,-,-,E05013667,Primrose Hill,527685.26,184368.49,-0.160078,51.543779,"(51.543779, -0.160078)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528560,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole around gully 1m,Highgate Road,os 137,Highgate,25/03/2025,25/03/2025,CM045-G-LIVE-00294615,Camden,-,-,E05013661,Highgate,528631.01,185755.94,-0.145941,51.556034,"(51.556034, -0.145941)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528592,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2 asps by tree,Heath Drive,os 30,Frognal And Fitzjohns,27/03/2025,31/03/2025,CM045-G-LIVE-00294661,Camden,-,-,E05013657,Frognal,525630.23,185625.04,-0.189249,51.555533,"(51.555533, -0.189249)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527171,PROPOSED REMEDIAL,MAJOR,Streetworks,[Remedial works] Lift and relay C/W setts,Maple Street,Maple Street from s/o Tottenham Court  to 2 Maple Street,Bloomsbury,31/03/2025,01/07/2025,CW064-71772879,Camden,-,-,E05013653,Bloomsbury,529340.27,182087.67,-0.137063,51.522906,"(51.522906, -0.137063)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523671,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Other,"GLA/2024/0634  Transport for London  GLA 2024 No. 0634  THE A501 GLA ROAD (EUSTON ROAD, LONDON BOROUGH OF CAMDEN) (TEMPORARY PROHIBITION OF TRAFFIC AND STOPPING) ORDER 2024  Made 14th November 2024  Coming into force 18th November 2024  Transport for London having consulted with the London Borough of Camden in exercise of the powers conferred by section 14(1) of the Road Traffic Regulation Act 1984a, and of all other enabling powers, hereby makes the following Order: -  1. This Order may be cite",Euston Road,Euston Road,King's Cross,18/11/2024,31/03/2025,CM001-L-LIVE-00061030,Camden,-,-,E05013653,Bloomsbury,529699.4,182543.11,-0.131722,51.526916,"(51.526916, -0.131722)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528524,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Chamber + Cover Repair,Kirby Street,KIRBY STREET opposite stuhomes LONDON EC1N 8TS,Holborn And Covent Garden,20/03/2025,26/03/2025,MU703-00820291-001,Thames Water Utilities Ltd,-,-,E05013662,Holborn and Covent Garden,531413.9,181835.18,-0.107285,51.520158,"(51.520158, -0.107285)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527392,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Excavation of joint holes and track work for a new electrical connection,St Pancras Way,"O.S No 13, Benchmarx, NW10",St Pancras And Somers Town,15/05/2025,29/05/2025,EC400-84409796,Uk Power Networks Eastern& London,-,-,E05013669,St Pancras and Somers Town,529596.56,183646.62,-0.132797,51.536857,"(51.536857, -0.132797)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528562,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] Clear blockage in BT duct leading into The One Tun pub,Saffron Hill,Outside The One Tun pub,Holborn And Covent Garden,10/04/2025,10/04/2025,A6023-71222693,Its Technology Group,-,-,E05013662,Holborn and Covent Garden,531479.85,181791.88,-0.106351,51.519754,"(51.519754, -0.106351)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528149,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Howitt Road,60,Belsize,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313248,Thames Water Utilities Ltd,-,-,E05013652,Belsize,527249.41,184845.64,-0.166188,51.548166,"(51.548166, -0.166188)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528456,PROPOSED WORKS,MINOR,Streetworks,"[Utility asset works] Clear 3 blockages O/S 8, O/S 12 and S/O 14",Templewood Avenue,"O/S 14 to O/S 6: clear 3 blockages O/S 8, O/S 12 and S/O 14",Frognal And Fitzjohns,31/03/2025,02/04/2025,BC991--GEC-WEWHAM-1357291,Bt,-,-,E05013657,Frognal,525739.5,186071.6,-0.187514,51.559522,"(51.559522, -0.187514)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525953,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] rework of crossing points,Bayham Street,Bayham Street j/w Crowndale,Camden Town,27/01/2025,31/03/2025,CW064-08966637,Camden,-,-,E05013668,Regents Park,529260.77,183438.59,-0.137713,51.535064,"(51.535064, -0.137713)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527631,PROPOSED WORKS,MAJOR,Streetworks,[Highway improvement works] F/way build-out,Cantelowes Road,Cantelows Road  from     Camden Square     to     St Augustine`s Rd,Cantelowes,19/03/2025,29/03/2025,CW064-11890734,Camden,-,-,E05013654,Camden Square,529735.36,184610.69,-0.130442,51.545489,"(51.545489, -0.130442)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528389,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Lift and relay C/W setts install new granite paving,Bayley Street,Bayley street from the junction of tottenham street to the junction of morwell street,Bloomsbury,05/05/2025,18/07/2025,CW064-31397482,Camden,-,-,E05013653,Bloomsbury,529690.77,181618.29,-0.132186,51.518607,"(51.518607, -0.132186)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528429,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Boundary box repair via exchange due to visible leak,St Paul's Crescent,46,Cantelowes,19/03/2025,25/03/2025,MU701-00816150-001,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529828.3,184299.28,-0.129217,51.542669,"(51.542669, -0.129217)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528445,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl kerb 1m,West End Lane,op 1,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294533,Camden,-,-,E05013665,Kilburn,525391.05,183715.41,-0.193377,51.538424,"(51.538424, -0.193377)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00499406,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate New - Build,Crestfield Street,Belgrove House,King's Cross,24/02/2023,24/06/2025,CM001-L-LIVE-00057016,Camden,-,-,E05013666,Kings Cross,530309.68,182894.66,-0.122799,51.529935,"(51.529935, -0.122799)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528608,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] Boundary Box Repair,Cantelowes Road,"34,Cantelowes Road, Camden,  NW1 9XT",Cantelowes,21/03/2025,25/03/2025,MU701-00814423-001,Thames Water Utilities Ltd,-,-,E05013654,Camden Square,529870.55,184509.59,-0.128531,51.544549,"(51.544549, -0.128531)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524661,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] New Gas Service for school due to poor condition of existingsupply,Haverstock Hill,"footway, carriageway outside Rosary Catholic Primary School",Haverstock,07/04/2025,14/04/2025,AZ116-1001390837,Cadent Gas Limited,-,-,E05013658,Gospel Oak,527196,185258,-0.166809,51.551884,"(51.551884, -0.166809)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523176,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] Propose Footway Widerinng and Parking Charges,Alfred Mews,From the jcn with Tottenham Court to the end of the road,Bloomsbury,11/11/2024,31/03/2025,CW064-83753372,Camden,-,-,E05013653,Bloomsbury,529525.77,181866.13,-0.134472,51.520872,"(51.520872, -0.134472)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528546,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl asp by tree,Ferncroft Avenue,so lc 1 Junction Platts lane,Frognal And Fitzjohns,25/03/2025,27/03/2025,CM045-G-LIVE-00294623,Camden,-,-,E05013657,Frognal,525293.79,186054.48,-0.193947,51.559467,"(51.559467, -0.193947)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00500262,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Sahara survey for Leak detection.,Westbere Road,"o/s 9 Westbere Road, London, NW2 3SP",Fortune Green,28/03/2025,28/03/2025,MU600-Z282-1,Thames Water Utilities Ltd,-,-,E05013656,Fortune Green,524698.12,185174.59,-0.202847,51.551691,"(51.551691, -0.202847)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524419,PROPOSED PERMANENT,MINOR,Streetworks,[Permanent reinstatement] Interim to perm reinstatement in footway,Torriano Avenue,117,Kentish Town,08/04/2025,09/04/2025,MU701-00710544-001,Thames Water Utilities Ltd,-,-,E05013663,Kentish Town North,529531.41,185295.28,-0.13313,51.551688,"(51.551688, -0.13313)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522976,PROPOSED WORKS,MAJOR,Streetworks,Supply and lay Granite units as per the attached quotation,Queen's Crescent,Various Locations,Haverstock,28/01/2025,31/12/2025,CM045-G-LIVE-00290748,Camden,-,-,E05013660,Haverstock,528058.12,184668.42,-0.154595,51.546391,"(51.546391, -0.154595)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00510266,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Placement of 4 containers to facilitate construction of 10 story building,Argyle Square,Opposite 37-43,King's Cross,05/12/2023,05/06/2025,CM001-L-LIVE-00058996,Camden,-,-,E05013666,Kings Cross,530360.54,182745.81,-0.122122,51.528586,"(51.528586, -0.122122)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526117,WORKS ABANDONED,MINOR,Streetworks,[Utility asset works] Section 81 frame and cover repairs in the carriageway - working on behalf of Colt in collaboration with permit reference: NX512KMV0992-05,Holborn,From jct Chancery Lane to o/s 142,Holborn And Covent Garden,29/03/2025,30/03/2025,CS020-25-01-039,Colt Telecommunications,-,-,E05013662,Holborn and Covent Garden,531151.38,181610.73,-0.11115,51.518202,"(51.518202, -0.11115)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527837,PROPOSED WORKS,MINOR,Streetworks,OUTSIDE STOP VALVE REPLACEMENT IN FOOTWAY - LEAK REPAIR,Bransdale Close,OUTSIDE 20-21 (IN BETWEEN),Kilburn,03/04/2025,04/04/2025,MU260-CSL-MWS-0312569,Thames Water Utilities Ltd,-,-,E05013665,Kilburn,525447.64,183897.62,-0.192497,51.540049,"(51.540049, -0.192497)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524842,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Propose Footway Widerinng and Parking Charges,Kingsway,OS Station to Gate Street,Holborn And Covent Garden,10/02/2025,30/05/2025,CW064-87133437,Camden,-,-,E05013662,Holborn and Covent Garden,530526.11,181522.55,-0.120189,51.517554,"(51.517554, -0.120189)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
